id,Reviews
9040,发票没有，这能给差评！
9041,差评差评极其差评。本来想换一台，结果客服说开机了激活了系统就不能退换，这不是死循环么？不开机不激活怎么试机器。跑分低到极点，有图有真相。
9042,非常喜欢这款电脑，很适合女生用，外观很漂亮。开机非常迅速，再也不怕担心电脑当机啦
9043,卡的很oNEnote 不能用，电池耗电快
9044,购买体验感太差，office使用4天，卸了还得找地方再装，多制造一件麻烦事，~那么多时间浪费，要加钱就加，考虑欠缺
9045,发货速度超快，太给力啦。电脑运行速度也快，屏幕清晰，够大，看着很舒服，适合工作使用，或者研发人员使用。赞(/≧▽≦/)
9046,反应有点慢 还没有电脑包不满意差评
9047,#了用一用就蓝屏了，风扇声音还特别大，还有电流声。买了这么多次东西，翻在电脑上了，给客服说过，回复是不影响使用，无语了
9048,买的2019新款air13 大小刚刚好 很适合女生 屏幕看起来一点都不显小 金属手感超棒 拿在手里很有感觉
9049,速度太慢了，打开一个文档都很慢
9050,希望大家不要买这个，买一个月左右就出现了四次这样的问题，连着Wi-Fi突然断网，然后就用不了网络了，连Wi-Fi都搜索不到，联系客服又说不能退，说叫我回厂修，一台新机了给你这样修觉得还可靠吗？
9051,非常好看  功能强大！轻薄款很适合学生党~开机速度很快，电池很耐用  一次不错的购物
9052,此款电脑真不乍地，真想退货，可是过了七天无理由退换期
9053,入手非常轻薄，颜值很高，系统开机非常快，内部没有流氓软件，配置相当良心，好评
9054,首先我想问**是不是杂牌机？？其次看下图我跟朋友一起买的一个是**内存一个是海力士，买个电脑还存在抽奖概率，真会玩！**的壳商家自己装的杂牌机吧！CPU也是高的吓人？第一次买**就给我个惊喜真心辣鸡啊！
9055,宝贝非常不错，比我之前用的电脑快多了，幸亏选了**，正确的选择。
9056,一般，第一次这样给差评，电脑运行很慢
9057,能不能不给星，我真的是一颗星都不想给，垃圾东西，毁我青春，耗我钱财，电脑一关机，就一直黑屏。唉。。。。
9058,太慢了这个机器，是否重装win7呢？蜗牛
9059,一次很不满意的购物吧，到现在买了不到三周，现在电脑开机无法使用，过一会就自己黑屏了。而且1050ti的跑分居然只有70000，很怀疑是遇到了假的。现在电脑用不了，售后客服也不解决问题，很失望。
9060,电脑非常轻巧，便携，单手可开，采用最新处理器，开机很快，非常适合学生使用。
9061,才买几天，给我说WIFI用不起了，网络配置器直接报错重置系统都不得行，搞了一天问题都没解决，**问了问**，什么都搞不好，时间也浪费了，下周还要急着用笔记本
9062,非常不错，轻便，秀气。日常办公没问题。送给媳妇很喜欢。推荐那个配套的数字版，非常有创意，实用。
9063,不是一般的慢，感觉很垃圾， 想退货 但是激活了
9064,啥也不送就裸机，买完就降价。刚开始用就一直坏，修过还坏，系统重装又重装，最后专门扛着电脑跑到市区爬楼厂家维修。。。。。。。买电脑还是去实体店吧，以为**会便宜，其实不是的，而且也看不到机器，很不方便
9065,坑，电脑不错，居然没鼠标，体验太差
9066,第二次买这款电脑了，性价比真的非常高。电脑做工挺好的，屏幕也算这个价位数一数二的了，配置也比较均衡，办公够用。偶尔玩玩游戏打个lol也抽个。总之性价比挺高的，以后也推荐朋友买。好评。
9067,假货**不是白说的！！！果然买到了假货。。。妈的！卖假货死妈！系统是未激活的系统！装了办公软件开机一次提示注册一次！修理工程师来了说是盗版的系统！激活不了！#！
9068,只能给一分，这个电脑太慢了，真不知道什么原因
9069,质量不错，很轻薄。待机时间大概6~8个小时。开机很快也就六七秒。推荐购买。
9070,才买的开~网盘下个东西就这么死机了，情何以堪，用个格式工厂，机器轰鸣，堪比工地的机器轰鸣声，怎么跟我上一台**差这么远呢，这还没玩游戏呢。客户也只会打马虎眼，我这买的啥呀
9071,电脑外观很好看，小巧方便携带。指纹解锁也很方便，自动安装系统之后使用感很好。而且客服小萌的服务也很好，体验感很棒
9072,垃圾！
9073,****一直挺快 下午快六七点下的单 第二天早上九点半左右就到了 包装完好 电脑无划痕无摸过的痕迹 然后开机后也是小娜的提示 是新机 屏幕看着也很舒服 目前暂无问题 好评?
9074,垃圾电脑一个，
9075,万元以下别买**别问为什么问了就是散热不好给朋友坑买的后悔死了但是本子玩一下基本的问题不打但是散热真心#玩个仓鼠半个小时热得可以当暖手宝了哎
9076,买了就降价，坑
9077,这个还是客服说的换新处理 屏幕上方都能塞进去东西了 找客服 客服的态度还极差 这个不支持 那个不支持 就是吃定消费者的那种感觉   总之就是极差 我算是掉坑里去了
9078,**品牌  质量保证  机器配置很好啊  朋友很满意  尤其是在秒杀时购买的  收到货后准备评价了  发现自己当时决断很强  有点骄傲啊  太好啦
9079,超级垃圾，卡的要死。
9080,很快的快递，**电脑毋庸置疑，都是一样的好。笔记本很轻，去旅游携带方便。希望日常使用没有什么问题。
9081,CPU跑分才4万多，风噪声音大，刚开机时自动断电两次，触摸屏上有使用过的按痕，在线客服无法提供售后服务，只知道复制粘贴，很不愉快的购物经历，提出的问题也无法得到有效解决。
9082,电脑体验一点都不好   玩个穿越火线一直在卡  从来就没有顺畅过  屏幕卡顿能达到最高5000这是什么概念    花七千等于买回来一个废铁   有这么欺负消费者的吗？还游戏本   跟别的品牌三四千的电脑有的一拼
9083,电脑太慢
9084,本本很薄，很便携。屏幕清晰度也很好。表面摸着很舒服。我目前感觉电量比较耐用。先给个好评吧???
9085,买回来充电有异响，电流声滋滋的，电脑电池充不满，玩会儿就六十的电量了，去售后检测说没问题，态度还不好。建议大家不要购买，投诉无门，售后不完善。非常差的一次购物体验！
9086,很小巧，方便携带，用起来也很不错，很喜欢，这款颜色也好看，喜欢可以下手了！
9087,用了16天，主板坏了。不能换只能修。垃圾
9088,垃圾用着用着无线不能用，哈哈  做工就不要提了 打电话给人工根本就解决不了你的问题，就是叫你拿到售后网点，其实就是系统的问题
9089,电脑很棒，贼漂亮那种，真的超符合我对颜值的要求。很轻薄，带出去一点也不觉得重。当初想买觉得i5就可以了，后来在老爸资金支持和宠爱(极力想我买i7)下，就买了这台。很流畅从买到现在。刚到货的时候office自己装不上找客服，小姐姐还很耐心得帮我解答，各种问题都帮忙回复，贼棒！
9090,最垃圾的电脑
9091,电脑很棒呢！第一次用**体验就这么好哈哈哈，以后还会支持的，运行流程屏幕显色度也好反正就是我心头爱了哈哈哈，加油哦~
9092,能不能一个星都不给，新电脑第一次开机就发现F10灯不亮。**不管，就一天到晚给你打电话，也不处理问题，**客服给我打电话说这个按键灯出厂就不亮，不是质量问题！！！！！
9093,很头疼，浏览器打不开
9094,总体来说是不错的，指纹识别很快，机身棱角设计很有美感，小巧精致，出差办公可以比较方便。
9095,****越来越不靠谱了，新机卡的要死，从此放弃**！！！
9096,屏幕左下角漏光这么严重？做工呢？毛边不处理好，漆都挂了。要不是工作上急着用我就退了
9097,包装保护：运送很好，四角完整。外形外观：有游戏本帅气（A面的Y是真的帅）又有轻薄本的低调。画面品质：144hz的分辨率不多说什么。跑分评测：7 9750h + 1660ti也同样不需要多说什么，懂得自然懂。运行速度：1T固态（奢侈），同价位的基本上都是512G的固态。游戏效果：用了这笔记本盘盘吃鸡（充钱就能变强）。搬砖大小的电源适配器也足够说明了功耗，230W的功耗也完全说明了游戏性能
9098,卡得杨元 庆的女马都认不到!谁买谁后悔!绝无虚言!!
9099,辣鸡的要死   散热慢 玩个游戏还掉帧   次品  垃圾   真实评论    千万别买
9100,外形外观：商务风真的爽die。运行速度：新电脑当然很快。跑分评测：26w（我不太懂这个）。画面品质：A 的。包装保护：很严实的，不用担心。游戏效果：还算流畅
9101,#，太卡了，太慢了，新电脑慢的要死
9102,真心觉得电脑不值这个价格，简直就是垃圾！！！！刚装系统时就有点小问题，问客服都不回的！现在用了半个月，直接卡住，鼠标，键盘动都动不了！！！
9103,外形外观：看起来很帅 简约的同时又带有一丝的酷炫。游戏效果：目前只玩了一个lol，今天刚到没时间装游戏 最高画质能到240吧。运行速度：挺快的，连续几个后台没有压力。跑分评测：跑分插电跑什么也不装大概36w
9104,非常慢！
9105,机子真的很好拆，一张卡片就ok，全程十来分钟。今天ps连续画图4个钟，风扇没起飞，温度感受不到，很好。物流很满意，一天到货。外形美观，也不重，很精致，而且整体运行流畅，开机也很快，基本在10秒左右
9106,我不想说话  我花这么多钱买个电脑 这个样子 这几张图是我刚拿回电脑测试的  被人用过  我用了几天了 现在电脑有些卡  真不想说话
9107,笔记本感觉挺不错的，速度也挺快的，而且服务态度也挺好的啊！！！！**的物流速度是真的很快的啊！！！！很好的！！！好评的！！！
9108,跑分评测：跑分很高，娱乐大师跑分三十一万左右，。画面品质：画面很好，使用特别流畅。外形外观：外环很漂亮，整体大y字灯，键盘三档调光，快递也很快，整体十分愉快
9109,e系列是真的垃圾，二手的t400都比这个快。。交学费了。
9110,9代处理器就是快，1650显卡更没话说&hellip;&hellip;。杠杠的&hellip;&hellip; **物流更没话说，快
9111,新机器，第一波预约总算是抢到了！ 先说外观重量，这款9000，emmm很大，不过我喜欢！屏幕就是大，玩游戏看电影办公才更舒服！这点重量对一个男的来说其实还ok啦！ 在说开箱体验，一手摸上去，机身触感一流，键盘是我最喜欢的和小黑十分类似的那种，无论打字还是游戏都已经离不开这种感觉了！ 开机，办公常规使用完全ok，噪声等于没有！满意！游戏的话，我玩dnf，完全感受不到烫手，甚至可以说是全程温凉，大型游戏的话，dota2，全特效无压力，有些发热，不过完全压的住，性能输出完全不必担心！ 大赞拯救者9000！
9112,垃圾货，卡死
9113,期待已久的电竞屏终于发货了，外观沉稳，大气，又有显眼的标识，开机速度.超快。屏幕清晰，无论从哪个方向，都可看到，音效满意，背光键盘触摸时光滑，回弹有力，手感像抚摸丝绸，背光功能方便辩识
9114,很好，很有性价比，稳定，应该耐用，要贴个膜.....
9115,很慢
9116,看中这款电脑很久了～终于等到了～幸好速度快抢到啦！！。外观很好看，而且电脑运行也特别快！超级喜欢！
9117,作为一个游戏爱好者一直以来对买游戏本就是一个选择困难症，这次不用考虑了，**飞行堡垒7代锐龙系列的游戏本直接入手，性价比极高，性能完全够用，没必要在花冤枉钱。
9118,太卡了，点下无线，一直在转，新电脑就这样了
9119,昨天到手的机器，拆开，外观完整，没有遇到暴力快递，很好。娱乐大师跑一下，37w8，恩。然后温度娱乐大师开机90，最后竟然显示十几度，惊呆了都，**管家查看实际温度50℃左右，硬件没问题，激活。
9120,**的价格真合理！电脑也很好用，画面清晰，打游戏也很流畅！很满意！
9121,质量问题明显很差
9122,电脑的外观好看，IPS窄边框，还是72%色域的，色彩还原度高，价格很便宜，赞一个
9123,电脑非常好，开机7秒，非常流畅，外型帅气，键盘灯亮度可以调，背面的灯也十分漂亮，表面上有细致的纹理，屏幕效果很好，画面柔和，颜色效果好，我很喜欢这个电脑
9124,差评差评差评&hellip;&hellip;
9125,物流很满意，开机也很快，**good  没有想象中那么厚，喜欢的话还是可以入手的，主要自己喜欢就好
9126,物流很快。 机器观望很久了。性价比很高。键盘手感很好。背光灯很酷。非常喜欢
9127,大家千万别买！
9128,颜值感觉很可以，窄边框看着是真的舒服，用着也很顺手（我的贴了电脑贴。。）
9129,卡，很卡，不好用
9130,本地仓第二天到了很快，电脑使用体验也很好，这两天玩吃鸡和正当防卫是非常爽，从来没有掉帧的情况，这么看以后用来建模也么得问题，娱乐大师跑分三万二左右，开机10秒以内，客服小文服务很好，全五星
9131,选了很久决定拿这款机器，同配置性价比高，同档次外观好，做工良心，用着舒服，游戏到位！
9132,卡顿严重，对付用
9133,跑分很高，CPU很给力!平时不怎么玩游戏，所以显卡方面选择不是最好的，内存大!外观完美，流线型设计，看着很喜欢，带有语言引导激活系统，很贴心!非常满意!
9134,机子到了，风扇声有点大，CPU温度很高，流畅度很好，希望以后做得更好，更希望耐用几年。
9135,真**卡死了要
9136,外观：大气，稳重，科技感十足，尤其是A面的红色Y标LOGO彰显个性魅力，品控上成。。性能：Y系列一直以来都是**的性能机系列，开机速度，运行流畅度都毋庸置疑。本人从事设计行业，经过多天的使用，整体运行平稳，流畅。15.6大屏，满足日常外出携带和使用。。**的物流还是不错，乡镇也可以做到次日达，很准时。包装完好，没有出现问题。
9137,真的卡。。。真的，不骗你。运行很慢。
9138,帮弟弟买的，性能方面我也不是很懂，使用过后来追评吧，物流速度很快，昨天下单，今天就到了，包装也比较完好
9139,非常炫酷，第一次网购电脑，物美价廉，完美运行各种游戏，吃鸡很爽。
9140,东西非常棒！非常满意！！！外观好看，散热不错，配置高，打游戏完全没地问题。拯救者NB！！！
9141,打开个word都费劲，卡的要死！真不知道好评怎么来的
9142,东西很好是正品，开机超级快，外官比想象的轻薄
9143,屏幕分辨率差，速度不快，太重，携带不方便
9144,孩子用起来说是不错，速度很快，打游戏时间长也不是很热，挺好的
9145,**Y7000 2019是一台综合实力很强的游戏本，刚开始选电脑时还是很纠结的，觉得选择很多，但是分析了自己的需求之后（散热好，性能强，颜值高，售后有保障），发现也只有这个系列适合我了。**的包装很好，到手后没什么磕碰，而且防开箱的贴纸好评。 我买的是i7+1660ti，这样游戏和专业软件都能跑的起来，内存是记忆科技的ddr4 2666，硬盘是**的1t固态，速度贼快，打游戏加载时间大大缩短，而且i7&mdash;9750H处理器和1660ti的显卡，能够运行很多单机大作了，y7000的散热可以用优秀来形容了，而且键盘隔热做的特别好，高负载下键盘表面也只是些许温热，低负载下散热安静，几乎听不到声音。 整机的做工很优秀，虽然是塑料外壳，但是没有廉价的感觉，拿在手里很实在，屏幕也没有漏光，键盘的手感也很舒服。
9146,送货速度很快，电脑运行速度快，画面也很流畅，玩游戏也带得动，不错！
9147,两个月不到就充不了电，运行SW2014卡的很。
9148,机器收到了，特意过了几天用了再来体验，外观上真的惊艳到了，金属材料的，光滑细致的触感，展示效果是144Hz高色域的电竞屏，最后性能方面有三种模式可选，买的是1660ti+i5的   毕竟有16G内存个人感觉玩个吃鸡绝对无压力。。外形外观：金属材料，光滑细致，惊艳。画面品质：展示效果是144HZ高色域电竞屏。跑分评测：33万分感觉还行
9149,用了一个多月，电脑反应太慢，根本不值这个钱，后悔！
9150,速度很快，头天下单第二天中午就到了。宝贝价格合适，配置还不错，运行速度快。服务很好，有问必答。值得拥有
9151,包装保护：非常好。运行速度：特别快。外形外观：美的很。画面品质：特别清晰。跑分评测：比较高。游戏效果：体验很棒。下次还会来这边购物
9152,送的office根本激活不了，弄了一下午联系客服说是预装的软件给我装错了 送的家庭版，预装的365，呵呵，第一次给**差评
9153,最新款刚上市就入手了，电源开关在后边，9带最新Cpu，内存直接飙升到16G，1660TI  6G超大显卡，超强的散热模式，高色域的屏幕，色彩效果更加好，大爱，红色键盘背光，很炫酷，推荐哦。
9154,机器很好，很喜欢，速度很快。客服解答很耐心，买了当天就到了，看到机器很开心。
9155,昨天刚拍的电脑，今天就收到了，开起来试了下，开机挺快，外观看起来挺帅气的，配置方面也很好，内存大，显卡也高。真心不错，值得购买
9156,很卡，还不给退货，霸王条款，垃圾中的战斗机
9157,选游戏本我只选**，美观而又大方，简直就是完美两个字的结合体，期待后面的效果让我更加满意
9158,电脑很好，很喜欢，运行速度杠杠的，样式好看，噪音小，磁盘只分两盘，一个90G，一个300G，不过也好用，用来打LOL，MC，红色警戒，速度都没得说，总之挺好的。
9159,左右窄，上下太宽了，唉。将就用吧
9160,高端 大气 屏幕非常清晰 开机几秒就进系统 再轻点就更好了
9161,画面品质：144屏幕真香！。运行速度：i5+1660ti绝对是够用了。外形外观：没得说，简约内敛，拿出去办公也不会显得突兀。。跑分评测：娱乐大师三十三万分左右吧。包装保护：就一盒子。填充物还可以。。游戏效果：还没玩。买回来突然不知道玩啥。
9162,电脑特别卡。 特别
9163,外观是我喜欢的，感觉很酷，开机很快，打游戏目前很顺畅，希望不会让我失望。
9164,上午刚到，开箱过程很惊艳，很漂亮，整体性能非常棒，鲁大师跑分36万多，但是也出了点小问题，我把鲁大师装在机械盘里，在运行过程在，有噪音，吱吱响，听着很难听，也很难受，问客服，说是机械盘的问题，停止运行以后，就没有了，之后就卸载了，整体来说还是非常不错，性价比比较高，而且屏幕是**的，不是**方的。
9165,机器已经用了三天感觉还是不错的，昨天用他打了会儿吃鸡非常的流畅身边有好多人都用**的笔记本，感觉**还是很可靠的。
9166,新电脑买回来就非常卡，正常打开文件夹都要等很久。
9167,在**和~犹豫了很久，后来还是选择了**。来说产品，首先外观的颜值是不错的，背壳有灯，纯黑的配色与硬朗的线条，做工不错，重量也不重，对于男生来讲很好搬运，屏显色域很高，键盘配色酷炫，键程合理。风扇噪音比较小，散热也不错。总的来讲，是一台优秀的机器，好评。。
9168,这个开机速度，实在不敢恭维！问个客服，来了句
9169,电脑手感很给力，散热三种模式，静音模式很安静，用起来很舒服。。键盘灯很漂亮，几种颜色变换。。开机超快，，游戏运行超流畅，各方面测试参数都很满意。。也有缺点，接口太少，右排一个接口都没有。插有线鼠标都不习惯。插充电线的那一瞬间屏幕黑屏
9170,拯救者开箱非常漂亮 开机速度很快 主要用来学习BIM 当然游戏本不能浪费 英雄联盟召唤师也要回归啦 哈哈?
9171,非常棒。开机速度超快。玩游戏流畅。外观精美。有质感。国庆准备再买一台。
9172,电脑太卡了，不能相信新电脑卡成这样，很失望！
9173,电脑上手感觉屏幕很不错，逼真度高，色域广。显示器: 72%NTSC，笔记本显示器有这样的色域算是非常强悍了，这款电脑显示效果非常棒；包装外观: 外包装和笔记本都很有层次感，给你一种稳重的感觉，包装设计得很精美，可以以后快递电脑用；笔记本A面Logo发光效果还是不错的；键盘灯光单一，没有**飞行堡垒第七代RGB键盘的绚丽多彩；CPU:新一代的5 (第九代5)性能比第七代略强，4核8线程CPU，i5-9300H主频2.4GH，最大睿频4.1GHz，睿频能随便达到4GHz，证明散热性能真心不错。三级缓存8G内存条，性能要求较高的宝宝建议上多一条内存条(金士顿笔记本骇客神条DDR42666)组双通道后性能的提高你可以明显感受得到GPU，显卡性能比GTX/050T强30%这样，跑分30万左右，GTX-1060硬盘:最后还得称赞一下，512的固态，目前民用性能最强的固态散热器，这次直接双散热铜管铺盖GPU以及CPU的位置，散热风扇也很给力，玩游戏流畅不卡顿。
9174,有点让人失望，就平时办公用，反应迟钝。
9175,电脑很好，包装也好，快递也快。lol和吃鸡完美运行，散热也很好，打游戏不是很烫。
9176,618加入legion，当天就到了物流很快。首发的价格很给力，配置没得说，外观的大y惊艳到了，很不错的购物体验！
9177,　为了方便游戏玩家，飞行堡垒7这次拿出了&ldquo;大满贯&rdquo;接口，网线接口、HDMI接口、3.5mm耳机接口、USB3.0接口等常见接口一应俱全，扩展性极佳，无论是外接专业的游戏鼠标键盘，还是外接大屏游戏显示器，都十分方便，再也不用拖着长长的转接线，可以说十分贴心了。
9178,第一次差评，新电脑，出奇的慢，登录个qq要几分钟
9179,差评，不断黑屏，开文档都超级慢，一星都不想给
9180,使用的感觉就一个字&ldquo;快&rdquo;开机速度快，不到十秒进入桌面，就像时刻待机一样，体验很好，加载速度快，程序点开基本就是秒进，只要网速跟的上，使用过程中没有等待的感觉，再者就是性能强悍，应对大型游戏，图片处理视频剪辑不在话下，测试的是工作三个小时没有明显发热的现象，配备的FN+Q野兽散热模式，强制散热功能很实用，外观不用多说，拯救者的外观一如既往的霸气酷炫，高色域屏幕看着也很细腻，使用体验很好，很值得推荐的一款笔记本，好评！！！！
9181,电脑很不错啊，618前几天买的，买了两台，618活动送鼠标居然不能享受&hellip;&hellip;总之产品做工很好，质量配置方面很好，同价位秒杀其他品牌。
9182,太卡了，比2000块钱的电脑都卡，只能给差评了。
9183,一拿到手就感觉大气，再跑一下鲁大师，完美！非常满意！值得购买
9184,我们高中计算机老师推荐的（选电脑时特意打电话问他的），性价比极高。买来玩了下，游戏也下了好多个，操作起来也都挺好
9185,送货速度极慢，送货员态度也是有一搭没一搭，****在站点给我放了5天不派送，电话打到杭州市长那里才给我送来
9186,电脑特别快 散热非常好 非常好 很好 颜值很高 非常好 很好
9187,刚拿到，应该是原封，西树黑盘，友达面板，完美屏，非常满意，给孩子用的游戏本，鲁大师跑分260000多，开了野兽模式有点吵，温控可以，性能释放暴力，孩子很喜欢，可是要考试了不能玩，屏幕最好亮度不够大，通透还可以
9188,**，这个差的很，售后也差劲！也是服了！对**也很失望！
9189,飞行堡垒7，很不错！吃鸡，LOL都很好，喜欢的品牌，喜欢的机型。超赞！电竞屏 金属外壳，笔记本的性能还好，游戏玩起来，风扇的声音还是比较响，浏览网页，看视频的时候还是比较安静。金属质感，拿在手上重量十足。这个电脑的声音也不错，立体声！
9190,一直用着**的笔记本，以前都是tp的，第一次买游戏本办公，应该属于高性能办公本了吧，对游戏需求很少，电脑刚到就开箱各种检测，先把办公常用软件装上，各方面都满足现在要求，挺满意的一次购物，鲁大师直连28w跑分，混合模式34w，这个分数还是很不错了，dc调光屏，p@81硬盘速度杠杠的，不是螃蟹卡，都是一线配件，给力！！
9191,我作为**的钻石会员，这一刻我自愿卸载**APP，对****商品甚感痛心，对**商品售后深感失望，对面对问题处理问题的责任心深感失望！
9192,速度超快玩各种mod游戏轻松无压力，声音好听，**散热牛匹！赞一个！
9193,包装保护：完整。外形外观：这个a面很nice。跑分评测：娱乐大师35万分左右。画面品质：还阔以吧。运行速度：快。游戏效果：good
9194,差评，虚假宣传！谁买谁后悔，速度慢，而且很重
9195,金属盖手感很好，到手后觉得颜值高出图片。但是用起来怎么样，以后再追评吧。
9196,y7000p颜值巨高 开机15s 刚刚跑分35w 键盘很好看 摸着也舒服 整体的设计感不错 还没开始玩游戏 不过1660ti应该都hold住。值得入手！系统自带的**电脑管家看起来也不错！
9197,**电脑，真的是垃圾，刚买的新机器，运行比蜗牛还慢。
9198,真心不错，外观时尚，超薄，背光超级惊艳，**品质很棒，这本性价比高，测试性能很好，送货飞快，建议购买
9199,电脑严重质量问题，使用不到一个月就开机无法显示了
9200,电脑收到，包装完好，拯救者Y7000电脑配置强悍，I59300H处理器，和GTX1650 4G显卡搭配性能强大，打开十几M的CAD图形，也就是十几秒的时间。1T的固态硬盘，性能强大，开机速度不到10秒，拷贝速度超过80M每秒，速度没的说，太快了。电脑外形也很漂亮，15.6寸窄边框一点也不显得大，重量也不大，挺便于携带的。面板的Y型灯也很漂亮。主要是办公用，装软件也是非常快。快递那是相当快啊，618零点下单，晚上就到了。非常满意的一次购物，电脑性价比高。
9201,外观超级漂亮，秒速开机，玩游戏杠杠滴，好机器。就用**飞行堡垒。
9202,买了个7000的电脑，连个2012CAD都跑不动，什么鬼，还评论这么高，卡的我直接用老电脑，
9203,新款飞行堡垒六代游戏本窄边框IPS很时尚大气.性能单方面也很不错256G固态加上1050Ti 显卡游戏顺畅
9204,包装保护：包装很大气，防震做的很好。外形外观：外观低调奢华。跑分评测：秒天秒地，30多万。游戏效果：流畅。运行速度：很快。画面品质：很好
9205,买之前前两天查价格是6999，然后下单的时候是7299，急着用就买了，买了第二天就降价到6969，**！怀疑大数据杀熟！联系客服也不理你。差评！
9206,物流很快，隔省买的电脑前天中午买的今天中午就到了，用鲁大师跑分跑了250000，还挺不错的，今天试玩了一下lol运行非常流畅，很不错的一次购物体验，给**的机子点赞?
9207,CPU：新一代的i5（第九代i5）性能比第七代i7略强，4核8线程CPU，i5-9300H主频2.4GH，最大睿频4.1GHz，睿频能随便达到4GHz，证明散热性能真的非常不错，三级缓存8M。内存条：对性能要求较高的宝宝建议上多一条内存条（金士顿笔记本骇客神条DDR4 2666）组成双通道后性能的提高你可以明显感受得到。GPU：显卡性能比GTX-1050Ti强30%这样，跑分12完多一点，逼近GTX-1060。硬盘：最后还得夸一下，这次固态直接1T了，还是M.2 NVME类型的，目前民用性能最强的固态。散热器：这次直接双散热铜管铺盖GPU以及CPU的位置，散热风扇也很给力，玩游戏开野兽模式温度稳稳控制使得GPU和CPU温度得到控制，不会降频总结：这次用料非常可以
9208,孩子很喜欢，笔记本看起来很大气，跑分也很快，速度也很快，值得购买：
9209,很差劲，以前以为是有人故意抹黑**，现在是真的相信了，无缘无故开不开机，然后说系统引导出现错误要重装系统。
9210,包装保护：挺严密的，没有问题！。外形外观：帅气符合年轻人的风格。。画面品质：很好，新机器有新机器的优势，眼镜舒服。跑分评测：简单试了一下，基本达到宣传分数。运行速度：很快，流畅运行战地5!。游戏效果：目前为止所有游戏都没有问题
9211,非常棒的电脑！！。15.6寸的屏幕看视频玩游戏都超级满足，背面也完全不显笨！键盘背光灯可以调三种亮度
9212,买回来就中招 机械硬盘会自己消失 bios恢复默认才出来 过一会儿又消失. 由于时间因素只能退了重新再买一台了。质量我打1分 好在服务态度确实好 再买一次给**一个机会。16000的新品品控还请继续提高！
9213,包装保护：包装很好没有破损。外形外观：外观好看我很满意。画面品质：运行游戏很流畅，画质很OK。运行速度：很快，还可以双开游戏了，感动!。游戏效果：不卡!玩剑三和楚留香都很开心hhh非常满意
9214,电脑超级好，外观也很好看，推荐购买。外观材质：挺好，系统流畅，边框够窄，配置不错，说回性能，跑分也是贼高，玩起来比我的老本子溜多了。真正体验了一把流畅的感觉。电脑性能：挺流畅，外观材质：挺好，值得推荐。宝贝收到了，挺好的，赞！完美到爆炸，运行什么的满分。不卡顿，看视频效果特别好，赞！！！
9215,真烂，买来没一个月，电脑总是卡机，桌面点右键也卡，电脑95%的电再去充充不到100%
9216,1650是真的不行，1660ti一直没货，客服说不知道啥时候有货，推荐我试试1650，买了之后更本带不动3A大作，过了俩天，1660ti突然有货了，我说能不能换货，我可以补差价，或者我退货重买，就说不行，因为我用了windows系统，奇了怪了，我不试试我怎么知道不行。
9217,OFFICE无法激活，微软技术部门需要3到5个工作日回复，预装正版软件的，其实都没有，打了无数电话了，提供了一切可以提供的信息，微软说可能有些批次的电脑是没有安装的，需要等微软技术部门3到5个工作日！？我想说没装干嘛在机箱上贴如图标贴啊？！不算是欺骗消费者吗？！搞不懂这批次电脑为什么这样！谁给你们3到5个工作日啊？！时间不要成本？！就问到底有没有啊？！太坑了
9218,电脑挺好的，外观霸气 ，很有科技感 ，颜值满分?，静音模式很安静，外观非常好看，比官方图片好看多了，真实的样子，很霸气，外观也很酷炫。很喜欢
9219,又中奖了，螃蟹卡断流，15分钟断一次网，之前换过几次电脑，上过618的6499的y7000p的车，换了两次货，不是音响爆破音就是屏幕漏光严重，这次买了y7000又是螃蟹卡断流，心累，真的懒得换了，今天专门去**售后维修网点沟通，他们说即使是要换网卡也还是换螃蟹卡，不保证还是出现断流情况，我笑了，准备自己花了52买个英特尔网卡换了算了，身为中国消费者真的也懒得折腾了，第一次打一星差评，就这样吧。
9220,笔记本很好，配置高，外形大气，运转流畅。整体做工很好，验证了广告语，**品质，坚如磐石，超窄边屏幕清晰，看电影什么很舒服，玩游戏LOL什么的体验超级棒。散热方面也好 给力好产品
9221,不想说什么，新买的电脑才用了一天就出现问题，新建文件夹随机选择一次对你电脑进行卡死或延时。售后给出一个让人别扭的要死的解决方案，然后表示要完美解决要花88元钱，还不一定能解决。这种服务真是让人无语。本来买来很高兴的体验，现在弄的这么恶心。感觉像吃了一颗苍蝇。第一次在**买东西这种体验，我还不如在~买，起码人家服务好。
9222,一星都不想给，售后垃圾的一批
9223,**品质，坚若磐石!做工好，外观符合现代人的审美，散热双铜管，极具优势，作图效果好，游戏无极限，用起来舒服，看起来养眼!
9224,外形外观：惊艳到我。画面品质：非常不错。跑分评测：历史最高。运行速度：快如闪电。游戏效果：完美运行。包装保护：要是加个减震泡泡就更好了
9225,用着用着没声音？有点垃圾
9226,考虑了很久，决定入手这台机器，首先打动我的是他的气质，外观漂亮，硬气，刚劲有力!开机使用，舒服，3秒钟，性能强劲，游戏秒开，散热完美，包装精美，值得购买!
9227,物流快的很，包装精美，还迫不及待的打开包装，做工精良，使用手感非常不错，可以顺畅的玩游戏了
9228,很不错的一款机器，开机6秒，键盘灯很酷，各种颜色切换，性价比超高，整体看着相当大气，玩游戏一点都不卡，速度可以很流畅
9229,我也就不多说了，你们自己看，真恶心人
9230,真的垃圾。出现问题，没人管
