,id,text,pos
1593,1593,性能还是挺好的，物流也不错,"[(0, 1, 'A', '硬件&性能'), (4, 6, 'O', '硬件&性能'), (8, 9, 'A', '物流'), (11, 12, 'O', '物流')]"
1594,1594,笨重，打开后就不让退货了，极度郁闷，**这样的售后态度，建议大家改用其它平台购买吧,"[(0, 1, 'O', '外观')]"
1595,1595,很棒啦,"[(0, 1, 'O', '整体')]"
1596,1596,宝贝收到了，质量很好。跟卖家描述一样，会继续关注的,"[(6, 7, 'A', '整体'), (8, 9, 'O', '整体')]"
1597,1597,包装的非常好，没有破损。玩起游戏特别顺畅，性价比非常高，外观给人的感觉非常小巧可爱。,"[(0, 1, 'A', '包装'), (3, 5, 'O', '包装'), (7, 10, 'O', '包装'), (12, 15, 'A', '使用场景'), (16, 19, 'O', '使用场景'), (21, 23, 'A', '价格'), (24, 26, 'O', '价格'), (28, 29, 'A', '外观'), (35, 40, 'O', '外观')]"
1598,1598,电脑功能性强，显示效果很好，外观漂亮，值得购买,"[(2, 4, 'A', '硬件&性能'), (5, 5, 'O', '硬件&性能'), (7, 10, 'A', '硬件&性能'), (11, 12, 'O', '硬件&性能'), (14, 15, 'A', '外观'), (16, 17, 'O', '外观')]"
1599,1599,性能不错，价格和适，值得拥有，颜色很酷酷,"[(0, 1, 'A', '硬件&性能'), (2, 3, 'O', '硬件&性能'), (5, 6, 'A', '价格'), (7, 8, 'O', '价格'), (15, 16, 'A', '外观'), (17, 19, 'O', '外观')]"
1600,1600,电脑性能：软件运行速度快。 显卡效果：打游戏画面很清晰。 外观材质：材质看着高档 ,"[(11, 11, 'O', '硬件&性能'), (19, 23, 'A', '硬件&性能'), (24, 26, 'O', '硬件&性能'), (34, 35, 'A', '外观'), (38, 39, 'O', '外观')]"
1601,1601,电脑性能：运行流畅，不会卡顿挺好的 显卡效果：游戏画面杠杠的好 外观材质：质量很好，非常的喜欢下次还会回购 ,"[(5, 6, 'A', '硬件&性能'), (7, 8, 'O', '硬件&性能'), (10, 13, 'O', '硬件&性能'), (14, 16, 'O', '整体'), (23, 26, 'A', '硬件&性能'), (27, 30, 'O', '硬件&性能'), (37, 38, 'A', '整体'), (39, 40, 'O', '整体'), (42, 46, 'O', '整体')]"
1602,1602,买来平常在家办公用的，用起来不卡，很流畅，喜欢！！,"[(14, 15, 'O', '硬件&性能'), (17, 19, 'O', '硬件&性能'), (21, 22, 'O', '整体')]"
1603,1603,电脑收到了，这个价格买到这样的电脑太满意了，性价比超高。,"[(22, 24, 'A', '价格'), (25, 26, 'O', '价格')]"
1604,1604,电脑不行。我松哥电脑3799跟这电脑感觉差不多。有时还会闪屏！！！！ 鼠标经常打白色圈圈,"[(2, 3, 'O', '整体'), (27, 29, 'O', '硬件&性能'), (35, 36, 'A', '硬件&性能')]"
1605,1605,这款笔记本有点重，不方便。金属感太强了，用时间长了，搁手。触摸控，一开始还可以，用用就不太灵光了,"[(5, 7, 'O', '外观'), (9, 11, 'O', '外观'), (13, 15, 'A', '外观'), (16, 17, 'O', '外观'), (29, 31, 'A', '硬件&性能'), (36, 38, 'O', '硬件&性能'), (43, 46, 'O', '硬件&性能')]"
1606,1606,是正品，质量很好，玩游戏运行速度快,"[(0, 2, 'O', '真伪'), (4, 5, 'A', '整体'), (6, 7, 'O', '整体'), (9, 11, 'A', '使用场景'), (12, 15, 'A', '硬件&性能'), (16, 16, 'O', '硬件&性能')]"
1607,1607,刚买没几天就*了，申请价保竟然说不符合，电脑有渍渍的电流声，风扇的声音也特别大，建议大家别买！,"[(30, 34, 'A', '硬件&性能'), (36, 38, 'O', '硬件&性能')]"
1608,1608,本以为能撸一下代码的，没想到撸代码这#卡,"[(14, 16, 'A', '使用场景')]"
1609,1609,不行，不推荐,"[(0, 1, 'O', '整体'), (3, 5, 'O', '整体')]"
1610,1610,屏幕偏黄、分辨率不高的问题真是很减分呢，看在价格还行的份上还能忍受。但是但是，刚买几天就*是什么鬼！**也大数据杀熟吗？！*够我升级个1T的硬盘了！哼。,"[(0, 1, 'A', '硬件&性能'), (2, 3, 'O', '硬件&性能'), (5, 7, 'A', '硬件&性能'), (8, 9, 'O', '硬件&性能'), (22, 23, 'A', '价格'), (24, 25, 'O', '价格')]"
1611,1611,买来给爸妈用的，虽然是老款但是不会出现问题，所以一直选的**。很好用,"[(31, 33, 'O', '整体')]"
1612,1612,宝贝收到，是买给老婆的生日礼物，使用效果非常好，价格很实惠，满意,"[(20, 22, 'O', '整体'), (24, 25, 'A', '价格'), (26, 28, 'O', '价格'), (30, 31, 'O', '整体')]"
1613,1613,用过了挺好的上网不卡  运行速度速度快 很满意的一次购物,"[(3, 5, 'O', '整体'), (6, 7, 'A', '使用场景'), (8, 9, 'O', '使用场景'), (12, 17, 'A', '硬件&性能'), (18, 18, 'O', '硬件&性能')]"
1614,1614,用了几天评价的，打游戏一点都不卡！男朋友很喜欢哦，也很轻薄方便携带！,"[(8, 10, 'A', '使用场景'), (11, 15, 'O', '使用场景'), (20, 22, 'O', '整体'), (26, 28, 'O', '外观'), (29, 32, 'O', '外观')]"
1615,1615,电脑很好 流畅不卡 好用 性价比高 完美,"[(2, 3, 'O', '整体'), (5, 8, 'O', '硬件&性能'), (10, 11, 'O', '整体'), (13, 15, 'A', '价格'), (16, 16, 'O', '价格'), (18, 19, 'O', '整体')]"
1616,1616,性能不错，显卡效果好，外观漂亮，跟描述的一样，客服态度很好，,"[(0, 1, 'A', '硬件&性能'), (2, 3, 'O', '硬件&性能'), (5, 8, 'A', '硬件&性能'), (9, 9, 'O', '硬件&性能'), (11, 12, 'A', '外观'), (13, 14, 'O', '外观'), (23, 26, 'A', '服务'), (27, 28, 'O', '服务')]"
1617,1617,刚买完就降价？什么都没送,"[(0, 5, 'O', '价格')]"
1618,1618,挺好用的，作为日常工作本挺好的，轻薄，也打了**客服确认过保修时间！,"[(0, 3, 'O', '整体'), (12, 14, 'O', '整体'), (16, 17, 'O', '外观')]"
1619,1619,目前来看还行，屏幕上有两处漏光不影响使用。B面与C面合上后有缝隙。不过都还不影响使用,"[(4, 5, 'O', '整体'), (7, 8, 'A', '硬件&性能'), (13, 14, 'O', '硬件&性能'), (29, 31, 'O', '外观')]"
1620,1620,感觉还不错。就是有时候会卡一下。。。不知道是不是电脑问题,"[(2, 4, 'O', '整体'), (12, 14, 'O', '硬件&性能')]"
1621,1621,宝贝太棒了！非常不错。身边有朋友需要我一定推荐这家！,"[(2, 4, 'O', '整体'), (6, 9, 'O', '整体')]"
1622,1622,电脑性能：运行很流畅。 显卡效果：游戏画面清晰。 外观材质：外观满意。 ,"[(5, 6, 'A', '硬件&性能'), (7, 9, 'O', '硬件&性能'), (17, 20, 'A', '硬件&性能'), (21, 22, 'O', '硬件&性能'), (30, 31, 'A', '外观'), (32, 33, 'O', '外观')]"
1623,1623,超薄款很轻便，方便携带，网速杠杠滴，跟朋友一起玩吃鸡，很顺畅，满意。,"[(3, 5, 'O', '外观'), (7, 10, 'O', '外观'), (12, 13, 'A', '硬件&性能'), (14, 16, 'O', '硬件&性能'), (27, 29, 'O', '硬件&性能'), (31, 32, 'O', '整体')]"
1624,1624,质量很好，运行速度快，价格又实惠,"[(0, 1, 'A', '整体'), (2, 3, 'O', '整体'), (5, 8, 'A', '硬件&性能'), (9, 9, 'O', '硬件&性能'), (11, 12, 'A', '价格'), (14, 15, 'O', '价格')]"
1625,1625,用了一段时间 大问题暂时还没有 就是昨天突然很卡 然后突然点不开设置了 不知道什么问题 再看看吧,"[(22, 23, 'O', '硬件&性能')]"
1626,1626,收到了非常好,"[(3, 5, 'O', '整体')]"
1627,1627,除了这屏幕漏光之外，别的都还可以吧,"[(3, 4, 'A', '硬件&性能'), (5, 6, 'O', '硬件&性能'), (13, 15, 'O', '整体')]"
1628,1628,刚买完就降价300，刚好超过七天，第八天降价。,"[(4, 5, 'O', '价格'), (20, 21, 'O', '价格')]"
1629,1629,客服服务非常垃圾，信息不回，用了一周又闪退黑屏问题！,"[(0, 3, 'A', '服务'), (4, 7, 'O', '服务'), (19, 22, 'O', '硬件&性能')]"
1630,1630,商家包装仔细，没有破损。电脑性能好，运行速度快，外观新，很满意。,"[(2, 3, 'A', '包装'), (4, 5, 'O', '包装'), (7, 10, 'O', '包装'), (14, 15, 'A', '硬件&性能'), (16, 16, 'O', '硬件&性能'), (18, 21, 'A', '硬件&性能'), (22, 22, 'O', '硬件&性能'), (24, 25, 'A', '外观'), (26, 26, 'O', '外观'), (28, 30, 'O', '整体')]"
1631,1631,挺好的，跟介绍的一样，配置用起来很流畅，好评,"[(0, 2, 'O', '整体'), (11, 12, 'A', '硬件&性能'), (16, 18, 'O', '硬件&性能'), (20, 21, 'O', '整体')]"
1632,1632,货已经收到了，果然是正品，很好用。,"[(9, 11, 'O', '真伪'), (13, 15, 'O', '整体')]"
1633,1633,电脑收到了，跑速很快，一点儿也不卡！好评,"[(6, 7, 'A', '硬件&性能'), (8, 9, 'O', '硬件&性能'), (11, 16, 'O', '硬件&性能'), (18, 19, 'O', '整体')]"
1634,1634,宝贝已收到，包装完好无损，质量不错，网速快，音色清晰,"[(6, 7, 'A', '包装'), (8, 11, 'O', '包装'), (13, 14, 'A', '整体'), (15, 16, 'O', '整体'), (18, 19, 'A', '硬件&性能'), (20, 20, 'O', '硬件&性能'), (22, 23, 'A', '硬件&性能'), (24, 25, 'O', '硬件&性能')]"
1635,1635,是退换机，这价格也就算了，18年的东西，只要能用几年不坏就行，没那么多要求了，intel nuc已经把我折腾的累了,"[(6, 7, 'A', '价格')]"
1636,1636,宝贝质量不错，性能很好，显卡效果非常好，外观大气上档次，喜欢,"[(2, 3, 'A', '整体'), (4, 5, 'O', '整体'), (7, 8, 'A', '硬件&性能'), (9, 10, 'O', '硬件&性能'), (12, 15, 'A', '硬件&性能'), (16, 18, 'O', '硬件&性能'), (20, 21, 'A', '外观'), (22, 26, 'O', '外观'), (28, 29, 'O', '整体')]"
1637,1637,电脑使用快一个月了，性能还是很好的，但除了电脑老是说三次异常关机，让我恢复出厂装置，,"[(10, 11, 'A', '硬件&性能'), (14, 15, 'O', '硬件&性能'), (28, 31, 'O', '硬件&性能')]"
1638,1638,电脑不错，很轻薄，是我想要的笔记本,"[(2, 3, 'O', '整体'), (5, 7, 'O', '外观')]"
1639,1639,忘了及时评价，对不起对不起！这款用的很好，卖家服务态度也好，包装也严实物流也快，满意的一次购物啊,"[(18, 19, 'O', '整体'), (21, 26, 'A', '服务'), (27, 28, 'O', '服务'), (30, 31, 'A', '包装'), (33, 34, 'O', '包装'), (35, 36, 'A', '物流'), (37, 38, 'O', '物流')]"
1640,1640,物流给力，包装完好，非常满意，性能很好，屏显很清晰，网速快,"[(0, 1, 'A', '物流'), (2, 3, 'O', '物流'), (5, 6, 'A', '包装'), (7, 8, 'O', '包装'), (10, 13, 'O', '整体'), (15, 16, 'A', '硬件&性能'), (17, 18, 'O', '硬件&性能'), (20, 21, 'A', '硬件&性能'), (22, 24, 'O', '硬件&性能'), (26, 27, 'A', '硬件&性能'), (28, 28, 'O', '硬件&性能')]"
1641,1641,风扇在低负载时转速过快,"[(0, 1, 'A', '硬件&性能'), (7, 8, 'A', '硬件&性能'), (9, 10, 'O', '硬件&性能')]"
1642,1642,笔记本电脑看上去时尚轻便舒适！用段时间后再追评！就是没有任何礼物,"[(8, 9, 'O', '外观'), (10, 13, 'O', '外观')]"
1643,1643,刚好搞活动，原价5k4，活动价5k不到就能收下。质感很好，开机使用也很流畅。**不错。,"[(24, 25, 'A', '外观'), (26, 27, 'O', '外观'), (29, 30, 'A', '硬件&性能'), (34, 36, 'O', '硬件&性能'), (40, 41, 'O', '整体')]"
1644,1644,已经收到了，质量很好，外观美观，超薄！,"[(6, 7, 'A', '整体'), (8, 9, 'O', '整体'), (11, 12, 'A', '外观'), (13, 14, 'O', '外观'), (16, 17, 'O', '外观')]"
1645,1645,笔记本电脑收到了！性能好，外观好看，,"[(9, 10, 'A', '硬件&性能'), (11, 11, 'O', '硬件&性能'), (13, 14, 'A', '外观'), (15, 16, 'O', '外观')]"
1646,1646,宝贝不错，拿到手里配置没问题,"[(2, 3, 'O', '整体'), (9, 10, 'A', '硬件&性能'), (11, 13, 'O', '硬件&性能')]"
1647,1647,电脑的质量很好，做工精细，非常耐用，玩游戏啥的一点儿都不卡。,"[(3, 4, 'A', '整体'), (5, 6, 'O', '整体'), (8, 9, 'A', '外观'), (10, 11, 'O', '外观'), (13, 16, 'O', '整体'), (18, 20, 'A', '使用场景'), (23, 28, 'O', '使用场景')]"
1648,1648,速度很快！键盘很灵敏！内存够大！但是显示屏灰白，很伤眼！,"[(0, 1, 'A', '硬件&性能'), (2, 3, 'O', '硬件&性能'), (5, 6, 'A', '硬件&性能'), (7, 9, 'O', '硬件&性能'), (11, 12, 'A', '硬件&性能'), (13, 14, 'O', '硬件&性能'), (18, 20, 'A', '硬件&性能'), (21, 22, 'O', '硬件&性能')]"
1649,1649,外观不错，喜欢哦,"[(0, 1, 'A', '外观'), (2, 3, 'O', '外观'), (5, 6, 'O', '整体')]"
1650,1650,笔记本很不错的  屏幕清晰  满意,"[(3, 5, 'O', '整体'), (9, 10, 'A', '硬件&性能'), (11, 12, 'O', '硬件&性能'), (15, 16, 'O', '整体')]"
1651,1651,电量太假了，显示五个小时，没用到一个小时就剩两个小时了，再用一个小时就差不多关机了，，,"[(0, 1, 'A', '硬件&性能'), (2, 4, 'O', '硬件&性能')]"
1652,1652,运行速度快，虽说是二手的。但是不影响呀。好用。外观也很好。,"[(0, 3, 'A', '硬件&性能'), (4, 4, 'O', '硬件&性能'), (20, 21, 'O', '整体'), (23, 24, 'A', '外观'), (26, 27, 'O', '外观')]"
1653,1653,平板电脑的质量很好.与商家说的一样.大爱.物流速度快.值得购买&hellip;&hellip;,"[(5, 6, 'A', '整体'), (7, 8, 'O', '整体'), (18, 19, 'O', '整体'), (21, 24, 'A', '物流'), (25, 25, 'O', '物流')]"
1654,1654,emmmm客服不搭理人，然后说售后可以到本地店里，但是店里说不承认**的货&hellip;&hellip;,"[(5, 6, 'A', '服务'), (7, 10, 'O', '服务'), (15, 16, 'A', '服务')]"
1655,1655,#啊？都说**的售后好我才买的，结果我电脑没声音，我不知道怎么弄，，，问客服都没人搭理我，，后悔买了，，又退不了,"[(8, 9, 'A', '服务'), (10, 10, 'O', '服务'), (21, 23, 'O', '硬件&性能'), (36, 37, 'A', '服务')]"
1656,1656,不是很理想。,"[(0, 4, 'O', '整体')]"
1657,1657,电脑开机快，不卡，外观沫沙型，价格不贵，值得购买，有需要的朋友可以胸买,"[(2, 3, 'A', '硬件&性能'), (4, 4, 'O', '硬件&性能'), (6, 7, 'O', '硬件&性能'), (9, 10, 'A', '外观'), (11, 13, 'O', '外观'), (15, 16, 'A', '价格'), (17, 18, 'O', '价格')]"
1658,1658,笔记本质量挺好的 办公用配置够用了 价格便宜很不错,"[(3, 4, 'A', '整体'), (5, 7, 'O', '整体'), (9, 10, 'A', '使用场景'), (12, 13, 'A', '硬件&性能'), (14, 15, 'O', '使用场景'), (18, 19, 'A', '价格'), (20, 21, 'O', '价格'), (22, 24, 'O', '整体')]"
1659,1659,还好。先使用一下。后续在评价。,"[(0, 1, 'O', '整体')]"
1660,1660,人生中的第一台笔记本非常喜欢,"[(10, 13, 'O', '整体')]"
1661,1661,很满意，物流很快,"[(0, 2, 'O', '整体'), (4, 5, 'A', '物流'), (6, 7, 'O', '物流')]"
1662,1662,刚刚买完，几个小时后就降价了，这操作我也是醉了,"[(11, 12, 'O', '价格')]"
1663,1663,速度很快  不卡,"[(0, 1, 'A', '硬件&性能'), (2, 3, 'O', '硬件&性能'), (6, 7, 'O', '硬件&性能')]"
1664,1664,真****，买了没用几回就卡顿黑屏  玩个cf都能掉,"[(13, 16, 'O', '硬件&性能'), (19, 22, 'A', '使用场景'), (24, 25, 'O', '使用场景')]"
1665,1665,充电器发烫，烫的吓人，客服给个回复,"[(0, 2, 'A', '硬件&性能'), (3, 4, 'O', '硬件&性能')]"
1666,1666,好评，质量很好,"[(0, 1, 'O', '整体'), (3, 4, 'A', '整体'), (5, 6, 'O', '整体')]"
1667,1667,买这个电脑，用的最多的是word，运行word时特别卡。,"[(24, 26, 'O', '硬件&性能')]"
1668,1668,宝贝描述属实，孩子很满意。,"[(9, 11, 'O', '整体')]"
1669,1669,快递小哥态度很差，凶巴巴的,"[(0, 5, 'A', '服务'), (6, 7, 'O', '服务')]"
1670,1670,笔记本用了这么多天，运行速度很好，电池相当耐用，机身很薄，款式喜欢,"[(10, 13, 'A', '硬件&性能'), (14, 15, 'O', '硬件&性能'), (17, 18, 'A', '硬件&性能'), (19, 22, 'O', '硬件&性能'), (24, 25, 'A', '外观'), (26, 27, 'O', '外观'), (29, 30, 'A', '外观'), (31, 32, 'O', '外观')]"
1671,1671,笔记本电脑收到了，很满意，上网很流畅，玩游戏也不卡，内存足够大，很喜欢！,"[(9, 11, 'O', '整体'), (13, 14, 'A', '使用场景'), (15, 17, 'O', '使用场景'), (19, 21, 'A', '使用场景'), (23, 24, 'O', '使用场景'), (26, 27, 'A', '硬件&性能'), (28, 30, 'O', '硬件&性能'), (32, 34, 'O', '整体')]"
1672,1672,外观工艺不好,"[(0, 3, 'A', '外观'), (4, 5, 'O', '外观')]"
1673,1673,客服服务态度不行，电脑质量不好差评,"[(0, 5, 'A', '服务'), (6, 7, 'O', '服务'), (11, 12, 'A', '整体'), (13, 14, 'O', '整体'), (15, 16, 'O', '整体')]"
1674,1674,刚收到，没玩几下就卡机了，重启后就变成这个样子了，差评！差评！,"[(9, 10, 'O', '硬件&性能'), (25, 26, 'O', '整体'), (28, 29, 'O', '整体')]"
1675,1675,宝贝收到了，外观轻薄，画面很清晰，按键很灵活，不卡顿，携带方便，价格实惠！真心喜欢！值得购买！,"[(6, 7, 'A', '外观'), (8, 9, 'O', '外观'), (11, 12, 'A', '硬件&性能'), (13, 15, 'O', '硬件&性能'), (17, 18, 'A', '硬件&性能'), (19, 21, 'O', '硬件&性能'), (23, 25, 'O', '硬件&性能'), (27, 28, 'A', '外观'), (29, 30, 'O', '外观'), (32, 33, 'A', '价格'), (34, 35, 'O', '价格'), (37, 40, 'O', '整体')]"
1676,1676,显卡效果：用了效果不错 外观材质：很好看 ,"[(0, 3, 'A', '硬件&性能'), (9, 10, 'O', '硬件&性能'), (12, 15, 'A', '外观'), (17, 19, 'O', '外观')]"
1677,1677,差评，不到两个月，修了两次。换了主板。,"[(0, 1, 'O', '整体')]"
1678,1678,物流很快，包装的很好，机身很薄，方便携带,"[(0, 1, 'A', '物流'), (2, 3, 'O', '物流'), (5, 6, 'A', '包装'), (8, 9, 'O', '包装'), (13, 14, 'O', '外观'), (16, 19, 'O', '外观')]"
1679,1679,用了几天来评价，画面清晰，音质很好，很流畅，玩游戏都不卡，买的很划算,"[(8, 9, 'A', '硬件&性能'), (10, 11, 'O', '硬件&性能'), (13, 14, 'A', '硬件&性能'), (15, 16, 'O', '硬件&性能'), (18, 20, 'O', '硬件&性能'), (22, 24, 'A', '使用场景'), (26, 27, 'O', '使用场景'), (31, 33, 'O', '价格')]"
1680,1680,小波折挺多，但是服务挺好。扫码领劵,"[(8, 9, 'A', '服务'), (10, 11, 'O', '服务')]"
1681,1681,宝贝收到了，外观好看，显示屏清晰，按键灵敏一点都不卡，玩起来特别的流畅，很满意,"[(6, 7, 'A', '外观'), (8, 9, 'O', '外观'), (11, 13, 'A', '硬件&性能'), (14, 15, 'O', '硬件&性能'), (17, 18, 'A', '硬件&性能'), (19, 20, 'O', '硬件&性能'), (21, 25, 'O', '硬件&性能'), (30, 34, 'O', '硬件&性能'), (36, 38, 'O', '整体')]"
1682,1682,笔记本收到物流很快，用过了才来评价的各方面性能都很好，速度快用起很流畅。外观也好看。,"[(5, 6, 'A', '物流'), (7, 8, 'O', '物流'), (21, 22, 'A', '硬件&性能'), (24, 25, 'O', '硬件&性能'), (27, 28, 'A', '硬件&性能'), (29, 29, 'O', '硬件&性能'), (32, 34, 'O', '硬件&性能'), (36, 37, 'A', '外观'), (39, 40, 'O', '外观')]"
1683,1683,电脑一点也不卡。画面清晰。不错。还会再来的。,"[(2, 6, 'O', '硬件&性能'), (8, 9, 'A', '硬件&性能'), (10, 11, 'O', '硬件&性能'), (13, 14, 'O', '整体')]"
1684,1684,电脑收到了包装很精致运行流畅超薄便于携带,"[(5, 6, 'A', '包装'), (7, 9, 'O', '包装'), (10, 11, 'A', '硬件&性能'), (12, 13, 'O', '硬件&性能'), (14, 15, 'O', '外观'), (16, 19, 'O', '外观')]"
1685,1685,才买几天就两次开不了机,"[(7, 10, 'O', '硬件&性能')]"
1686,1686,4号付款*，5号收货。13号降价*。刚好过了七天的价格保护时间。很可以，也很可爱。祝你们越来越好,"[(14, 15, 'O', '价格'), (32, 34, 'O', '整体'), (37, 39, 'O', '外观')]"
1687,1687,电脑质量真不错。包装的也很好。很快很流畅,"[(2, 3, 'A', '整体'), (4, 6, 'O', '整体'), (8, 9, 'A', '包装'), (12, 13, 'O', '包装'), (15, 16, 'O', '硬件&性能'), (17, 19, 'O', '硬件&性能')]"
1688,1688,电脑运行流畅，显屏分辨率清晰，十分不错，超薄，携带方便，好评。,"[(2, 3, 'A', '硬件&性能'), (4, 5, 'O', '硬件&性能'), (7, 11, 'A', '硬件&性能'), (12, 13, 'O', '硬件&性能'), (15, 18, 'O', '整体'), (20, 21, 'O', '外观'), (23, 24, 'A', '外观'), (25, 26, 'O', '外观'), (28, 29, 'O', '整体')]"
1689,1689,同事几个前后一起买的，性能、外观各方面都还行，唯独散热风扇声音太刺耳影响办公心情,"[(11, 12, 'A', '硬件&性能'), (14, 15, 'A', '外观'), (20, 21, 'O', '硬件&性能'), (20, 21, 'O', '外观'), (25, 30, 'A', '硬件&性能'), (31, 33, 'O', '硬件&性能')]"
1690,1690,感觉挺好 还没深度用 用用再看,"[(2, 3, 'O', '整体')]"
1691,1691,玩了两把英雄联盟，烫的不行，会有散热的声音，可能比较适合商务办公吧,"[(9, 12, 'O', '硬件&性能')]"
1692,1692,用了几天才来评价的，电脑性能不错，显卡效果很好，外观材质非常精致，我特别喜欢，音质画质都很清晰！,"[(12, 13, 'A', '硬件&性能'), (14, 15, 'O', '硬件&性能'), (17, 20, 'A', '硬件&性能'), (21, 22, 'O', '硬件&性能'), (24, 27, 'A', '外观'), (28, 31, 'O', '外观'), (34, 37, 'O', '整体'), (39, 42, 'A', '硬件&性能'), (44, 46, 'O', '硬件&性能')]"
1693,1693,非常棒的宝贝，大品牌有保证,"[(0, 2, 'O', '整体')]"
1694,1694,严重不满意，6月初购买，说的保价618，结果618又降价了，是不是要退我差价啊？期待回复期待回复,"[(0, 4, 'O', '整体'), (14, 15, 'O', '价格'), (26, 27, 'O', '价格')]"
1695,1695,很好用的宝贝，效果很好，外观漂亮！好评！,"[(0, 2, 'O', '整体'), (9, 10, 'O', '整体'), (12, 13, 'A', '外观'), (14, 15, 'O', '外观'), (17, 18, 'O', '整体')]"
1696,1696,差，**客服真恶心，质量有问题还不让退，店大欺客，了不起。我算见识到了,"[(0, 0, 'O', '整体'), (4, 5, 'A', '服务'), (6, 8, 'O', '服务'), (10, 11, 'A', '整体'), (12, 14, 'O', '整体')]"
1697,1697,笔记本质量很好，运行速度很快。性价比很高！,"[(3, 4, 'A', '整体'), (5, 6, 'O', '整体'), (8, 11, 'A', '硬件&性能'), (12, 13, 'O', '硬件&性能'), (15, 17, 'A', '价格'), (18, 19, 'O', '价格')]"
1698,1698,机器后面的缝隙大的可以放进一个小孩的手指，还超级喜欢发热,"[(22, 27, 'O', '硬件&性能')]"
1699,1699,电脑很不错，就是感觉跟SPSS不太兼容的样子。打开很慢，里面界面的字体有点模糊。整体满意。,"[(2, 4, 'O', '整体'), (25, 26, 'O', '硬件&性能'), (35, 38, 'O', '硬件&性能'), (40, 41, 'A', '整体'), (42, 43, 'O', '整体')]"
1700,1700,买回来1个多月就无法开机，检查说主板坏了，售后直接换了主板。劝各位谨慎购买吧！,"[(8, 11, 'O', '硬件&性能'), (16, 17, 'A', '硬件&性能'), (18, 19, 'O', '硬件&性能')]"
1701,1701,塑料感超级强。（本身也是塑料材质）不建议大家买这款。,"[(0, 2, 'A', '外观'), (3, 5, 'O', '外观')]"
1702,1702,风扇声音特别大，分辨率无法兼容大多数软件，其它还好,"[(0, 3, 'A', '硬件&性能'), (4, 6, 'O', '硬件&性能'), (8, 10, 'A', '硬件&性能'), (23, 24, 'O', '整体')]"
1703,1703,触控板可能太大的原因，有些软，经常按了没反应，不过一分钱一分货吧,"[(0, 2, 'A', '硬件&性能'), (5, 6, 'O', '硬件&性能'), (11, 13, 'O', '外观')]"
1704,1704,不错呦 快递很给力 电脑的质量很好 反应快 非常满意👍,"[(0, 1, 'O', '整体'), (4, 5, 'A', '物流'), (6, 8, 'O', '物流'), (13, 14, 'A', '整体'), (15, 16, 'O', '整体'), (18, 19, 'A', '硬件&性能'), (20, 20, 'O', '硬件&性能'), (22, 25, 'O', '整体')]"
1705,1705,轻薄方便性价比高，运行速度快，能满足需要,"[(0, 1, 'O', '外观'), (4, 6, 'A', '价格'), (7, 7, 'O', '价格'), (9, 12, 'A', '硬件&性能'), (13, 13, 'O', '硬件&性能')]"
1706,1706,电脑收到了，很好用，不卡顿，工作时用着很好，款式外观很好看，满意,"[(6, 8, 'O', '整体'), (10, 12, 'O', '硬件&性能'), (19, 20, 'O', '整体'), (22, 23, 'A', '外观'), (24, 25, 'A', '外观'), (26, 28, 'O', '外观'), (30, 31, 'O', '整体')]"
1707,1707,没看过这么坑的电脑各种问题还不让退货  坑了,[]
1708,1708,蛮好的这个电脑,"[(0, 2, 'O', '整体')]"
1709,1709,有点后悔买了不是自己想要的还不如多加几百块钱买**的,[]
1710,1710,宝贝收到了，质量很好，屏幕很清晰，网速快，轻便携带，很满意的一次购物,"[(6, 7, 'A', '整体'), (8, 9, 'O', '整体'), (11, 12, 'A', '硬件&性能'), (13, 15, 'O', '硬件&性能'), (17, 18, 'A', '硬件&性能'), (19, 19, 'O', '硬件&性能'), (21, 24, 'O', '外观')]"
1711,1711,玩dota2的时候，声音次啦次啦的，别的到没什么大毛病,"[(10, 11, 'A', '硬件&性能')]"
1712,1712,电脑性能：电脑运行快 显卡效果：画面清晰，不卡顿，外规精美好看 ,"[(7, 8, 'A', '硬件&性能'), (9, 9, 'O', '硬件&性能'), (16, 17, 'A', '硬件&性能'), (18, 19, 'O', '硬件&性能'), (21, 23, 'O', '硬件&性能'), (25, 26, 'A', '外观'), (27, 30, 'O', '外观')]"
1713,1713,电脑收到了，包装严实，内存很大，外观漂亮，不卡顿，材质超好。放心购买。,"[(6, 7, 'A', '包装'), (8, 9, 'O', '包装'), (11, 12, 'A', '硬件&性能'), (13, 14, 'O', '硬件&性能'), (16, 17, 'A', '外观'), (18, 19, 'O', '外观'), (21, 23, 'O', '硬件&性能'), (25, 26, 'A', '外观'), (27, 28, 'O', '外观')]"
1714,1714,德行，好,"[(3, 3, 'O', '整体')]"
1715,1715,还行 就是居然没有电脑包 惊呆了?,"[(0, 1, 'O', '整体')]"
1716,1716,质量挺好的，开机速度快。屏幕清晰，运行挺快的，一点也不卡，值得购买,"[(0, 1, 'A', '整体'), (2, 4, 'O', '整体'), (6, 9, 'A', '硬件&性能'), (10, 10, 'O', '硬件&性能'), (12, 13, 'A', '硬件&性能'), (14, 15, 'O', '硬件&性能'), (17, 18, 'A', '硬件&性能'), (19, 21, 'O', '硬件&性能'), (23, 27, 'O', '硬件&性能')]"
1717,1717,没有电脑包，无线网卡不行总是掉线,"[(6, 9, 'A', '硬件&性能'), (10, 11, 'O', '硬件&性能'), (12, 15, 'O', '硬件&性能')]"
